term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust
nurture,1,1,1,1,1,0,1,0,0,1
nutritious,0,0,0,0,0,0,1,1,0,0
oasis,0,1,0,0,1,0,1,0,0,1
oath,0,0,0,0,0,0,1,0,0,1
obedience,0,0,0,0,0,0,1,0,0,1
obese,0,0,1,0,0,1,0,0,0,0
obesity,0,0,1,0,0,1,0,1,0,0
obey,0,0,0,1,0,0,0,0,0,1
obi,0,0,1,1,0,1,0,0,0,0
obit,0,0,0,0,0,1,0,1,1,0
obituary,0,0,0,0,0,1,0,1,0,0
objection,1,0,0,0,0,1,0,0,0,0
objective,0,1,0,0,0,0,1,0,0,1
oblige,0,0,0,0,0,1,0,0,0,1
obliging,1,1,1,1,1,0,1,0,1,1
obligor,0,0,0,1,0,1,0,0,0,0
obliterate,1,0,0,1,0,1,0,1,0,0
obliterated,1,0,0,1,0,1,0,0,0,0
obliteration,0,0,0,1,0,1,0,1,0,0
oblivion,1,0,0,1,0,1,0,0,0,0
obnoxious,1,0,1,0,0,1,0,1,0,0
obscene,0,0,1,0,0,1,0,0,0,0
obscenity,1,0,1,0,0,1,0,0,0,0
obstacle,1,0,0,1,0,1,0,1,0,0
obstruct,1,0,0,1,0,1,0,0,0,0
obstructive,1,0,0,0,0,1,0,0,0,0
obtainable,0,0,0,0,1,0,1,0,0,0
obvious,0,0,0,0,0,0,1,0,0,1
occult,0,0,1,1,0,1,0,0,0,0
occupant,0,0,0,0,0,0,1,0,0,1
oddity,0,0,1,0,0,1,0,1,1,0
odious,1,0,1,1,0,1,0,0,0,0
offend,1,0,1,0,0,1,0,0,0,0
offended,1,0,0,0,0,1,0,1,0,0
offender,1,0,1,1,0,1,0,1,0,0
offense,1,0,1,1,0,1,0,1,0,0
offensive,1,0,1,0,0,1,0,0,0,0
officer,0,0,0,0,0,0,1,0,0,1
offset,0,1,0,0,0,0,1,0,0,0
ogre,0,0,1,1,0,1,0,0,0,0
olfactory,0,1,0,0,0,1,0,0,0,0
omen,0,1,0,1,0,1,0,0,0,0
ominous,0,1,0,1,0,1,0,0,0,0
omnipotence,0,0,0,1,0,1,1,0,0,0
omniscient,0,0,0,0,0,0,1,0,0,1
onerous,1,0,0,0,0,1,0,1,0,0
ooze,0,0,1,0,0,1,0,0,0,0
opera,1,1,0,1,1,0,1,1,1,1
operation,0,0,0,1,0,0,0,0,0,1
opinionated,1,0,0,0,0,1,0,0,0,0
opium,1,0,1,1,0,1,0,1,0,0
opponent,1,1,1,1,0,1,0,0,0,0
opportune,0,0,0,0,1,0,1,0,0,0
opportunity,0,1,0,0,0,0,1,0,0,0
opposed,1,0,0,1,0,1,0,0,0,0
opposition,1,0,0,0,0,1,0,0,0,0
oppress,1,0,1,1,0,1,0,1,0,0
oppression,1,0,1,1,0,1,0,1,0,0
oppressive,1,0,1,1,0,1,0,1,0,0
oppressor,1,0,0,1,0,1,0,1,0,0
optimism,0,1,0,0,1,0,1,0,1,1
optimist,0,0,0,0,0,0,1,0,0,1
oracle,0,1,0,0,0,0,1,0,0,1
orc,1,0,1,1,0,1,0,0,0,0
orchestra,1,0,0,0,1,0,1,1,0,1
ordained,0,0,0,0,0,0,1,0,0,1
ordeal,1,0,0,0,0,1,0,0,1,0
ordination,0,1,0,0,1,0,1,0,0,1
ordnance,0,0,0,1,0,1,0,0,0,0
organ,0,1,0,0,1,0,0,0,0,0
organization,0,1,0,0,1,0,1,0,1,1
orgasm,0,1,0,0,1,0,1,0,0,0
originality,0,0,0,0,0,0,1,0,1,0
orphan,0,0,0,1,0,1,0,1,0,0
oust,1,0,0,0,0,1,0,1,0,0
outburst,1,0,0,1,1,1,1,1,1,0
outcast,0,0,1,1,0,1,0,1,0,0
outcry,1,0,0,1,0,1,0,0,1,0
outdo,0,1,0,0,0,0,1,0,0,0
outhouse,0,0,1,0,0,1,0,0,0,0
outrage,1,0,1,0,0,1,0,0,0,0
outstanding,0,0,0,0,1,1,1,0,0,0
ovation,0,0,0,0,0,1,0,1,0,0
overbearing,1,0,0,0,0,1,0,0,0,0
overdue,0,1,0,0,0,1,0,1,1,0
overjoyed,0,0,0,0,1,0,1,0,0,0
overload,0,0,0,0,0,1,0,1,0,0
overpowering,1,0,0,1,0,1,0,0,0,0
overpriced,1,0,1,0,0,1,0,1,0,0
overthrow,0,1,0,1,0,1,0,0,0,0
overwhelmed,0,0,0,0,0,1,0,1,0,0
owing,1,1,1,1,0,1,0,1,0,1
paddle,0,1,0,0,0,0,1,0,0,0
pain,0,0,0,1,0,1,0,1,0,0
pained,0,0,0,1,0,1,0,1,0,0
painful,1,0,1,1,0,1,0,1,0,0
painfully,0,0,0,0,0,1,0,1,0,0
palsy,0,0,1,1,0,1,0,1,0,0
pandemic,0,0,0,1,0,1,0,1,0,0
pang,0,0,0,0,0,1,0,0,1,0
panic,0,0,0,1,0,1,0,0,0,0
parade,0,1,0,1,1,1,1,0,1,0
paragon,0,1,0,0,1,0,1,0,0,1
paralysis,1,1,0,1,0,1,0,1,0,0
paralyzed,1,0,0,1,0,1,0,1,1,0
paranoia,0,0,0,1,0,1,0,0,0,0
paraphrase,0,0,0,0,0,1,1,0,0,0
parasite,0,0,1,1,0,1,0,0,0,0
pare,1,1,0,1,0,1,0,1,0,0
parietal,0,0,0,0,0,0,1,0,0,1
parrot,0,0,1,0,0,1,0,0,0,0
partake,0,0,0,0,0,0,1,0,0,1
partnership,0,0,0,0,0,0,1,0,0,1
passion,0,1,0,0,1,0,1,0,0,1
passionate,0,1,0,0,1,0,1,0,0,1
pastor,0,0,0,0,1,0,1,0,0,1
pastry,0,0,0,0,1,0,1,0,0,0
pathetic,0,0,1,0,0,1,0,1,0,0
patience,0,1,0,0,0,0,1,0,0,1
patient,0,1,0,0,0,0,1,0,0,0
patriarchal,0,0,0,0,0,0,1,0,0,1
patron,0,0,0,0,0,0,1,0,0,1
patronage,0,0,0,0,0,0,1,0,0,1
patter,1,0,0,0,0,1,0,0,0,0
paucity,1,0,1,0,0,1,0,1,0,0
pauper,0,0,0,0,0,1,0,1,0,0
pawn,0,0,0,0,0,1,0,0,0,1
pay,0,1,0,0,1,0,1,0,0,1
payback,1,0,0,0,0,1,0,0,0,0
peace,0,1,0,0,1,0,1,0,0,1
peaceful,0,1,0,0,1,0,1,0,1,1
pedigree,0,0,0,0,0,0,1,0,0,1
penal,0,0,0,1,0,1,0,1,0,0
penalty,1,0,0,1,0,1,0,1,0,0
penance,0,0,0,1,0,0,0,1,0,0
penetration,1,0,0,1,0,1,0,0,0,0
penitentiary,1,0,0,0,0,1,0,0,0,0
perceive,0,0,0,0,0,0,1,0,0,1
perdition,1,0,1,1,0,1,0,1,0,0
perennial,0,0,0,0,0,0,1,0,0,1
perfect,0,1,0,0,1,0,1,0,0,1
perfection,0,1,0,0,1,0,1,0,1,1
peril,0,1,0,1,0,1,0,1,0,0
perilous,0,1,0,1,0,1,0,1,0,0
perish,0,0,0,1,0,1,0,1,0,0
perished,0,0,0,0,0,1,0,1,0,0
perishing,0,0,0,1,0,1,0,1,0,0
perjury,0,0,0,1,0,1,0,0,1,0
pernicious,1,0,0,1,0,1,0,1,0,0
perpetrator,1,0,1,1,0,1,0,1,0,0
perpetuity,0,1,0,0,0,0,1,0,0,1
perplexity,0,0,0,0,0,1,0,1,0,0
persecute,1,0,0,1,0,1,0,0,0,0
persecution,1,0,1,1,0,1,0,1,0,0
pertinent,0,0,0,0,0,0,1,0,0,1
perturbation,0,0,0,1,0,1,0,0,0,0
perverse,1,0,1,1,0,1,0,0,0,0
perversion,1,0,1,0,0,1,0,1,0,0
pervert,1,0,1,0,0,1,0,0,0,0
perverted,0,0,1,0,0,1,0,0,0,0
pessimism,1,0,0,1,0,1,0,1,0,0
pessimist,0,0,0,1,0,1,0,1,0,0
pest,1,0,1,1,0,1,0,0,0,0
pestilence,0,0,1,1,0,1,0,0,0,0
petroleum,0,0,1,0,0,1,1,0,0,0
phalanx,0,0,0,1,0,0,0,0,0,1
phantom,0,0,0,1,0,1,0,0,0,0
philanthropist,0,0,0,0,0,0,1,0,0,1
philosopher,0,0,0,0,0,0,1,0,0,1
phlegm,0,0,1,0,0,1,0,0,0,0
phony,1,0,1,0,0,1,0,0,0,0
physician,0,0,0,0,0,0,1,0,0,1
picket,1,1,0,1,0,1,0,0,0,0
picketing,1,0,0,0,0,1,0,0,0,0
picnic,0,1,0,0,1,0,1,0,1,1
picturesque,0,0,0,0,1,0,1,0,0,0
pig,0,0,1,0,0,1,0,0,0,0
piles,0,0,1,0,0,1,0,0,0,0
pill,0,0,0,0,0,0,1,0,0,1
pillage,1,0,1,1,0,1,0,0,0,0
pilot,0,0,0,0,0,0,1,0,0,1
pimple,0,0,1,0,0,1,0,0,0,0
pine,0,0,0,0,0,1,0,1,0,0
pinion,0,0,0,1,0,1,0,0,0,0
pious,0,0,1,0,0,0,1,1,0,1
pique,1,0,0,0,0,1,0,0,0,0
pirate,1,0,0,0,0,1,0,0,0,0
pitfall,1,0,1,1,0,1,0,1,1,0
pith,0,0,0,0,0,0,1,0,0,1
pivot,0,0,0,0,0,0,1,0,0,1
plagiarism,0,0,1,0,0,1,0,0,0,0
plague,0,0,1,1,0,1,0,1,0,0
planning,0,1,0,0,0,0,1,0,0,1
playful,1,0,0,0,1,0,1,0,1,1
playground,0,1,0,0,1,0,1,0,1,1
playhouse,0,0,0,0,1,0,1,0,0,0
plea,0,1,0,1,0,1,0,1,0,0
pleasant,0,1,0,0,1,0,1,0,1,1
pleased,0,0,0,0,1,0,1,0,0,0
pleasurable,0,0,0,0,1,0,1,0,0,0
pledge,0,0,0,0,1,0,1,0,0,1
plight,0,1,1,1,0,1,0,1,0,0
plummet,0,0,0,1,0,1,0,0,0,0
plunder,1,0,1,1,0,1,0,1,1,0
plunge,0,0,0,1,0,1,0,0,0,0
pneumonia,0,0,0,1,0,1,0,0,0,0
poaching,1,0,1,1,0,1,0,1,0,0
pointless,0,0,0,0,0,1,0,1,0,0
poison,1,0,1,1,0,1,0,1,0,0
poisoned,1,0,1,1,0,1,0,1,0,0
poisoning,0,0,1,0,0,1,0,0,0,0
poisonous,1,0,1,1,0,1,0,1,0,0
poke,0,1,0,0,0,1,0,0,0,0
polemic,1,0,1,0,0,1,0,0,0,0
police,0,0,0,1,0,0,1,0,0,1
policeman,0,0,0,1,0,0,1,0,0,1
polio,0,0,0,1,0,1,0,1,0,0
politic,0,0,1,0,0,0,1,0,0,0
pollute,0,0,1,0,0,1,0,0,0,0
pollution,0,0,1,0,0,1,0,0,0,0
polygamy,0,0,1,0,0,1,0,0,0,0
pompous,0,0,1,0,0,1,0,0,0,0
pop,0,0,0,0,0,1,0,0,1,0
porn,0,0,1,0,0,1,0,0,0,0
pornography,0,0,1,0,0,1,0,0,0,0
possess,0,1,0,0,1,0,1,0,0,1
possessed,1,0,1,1,0,1,0,0,0,0
possession,1,0,1,1,0,1,0,0,0,0
posthumous,0,0,0,0,0,1,0,1,0,0
postponement,0,0,0,0,0,1,0,0,1,0
pound,1,0,0,0,0,1,0,0,0,0
poverty,1,0,1,1,0,1,0,1,0,0
powerful,1,1,1,1,1,0,1,0,0,1
powerfully,0,0,0,1,0,0,1,0,0,0
powerless,1,0,1,1,0,1,0,1,0,0
practiced,0,0,0,0,1,0,1,0,1,1
practise,0,1,0,0,0,0,1,0,0,0
praise,0,0,0,0,1,0,1,0,0,1
praised,0,0,0,0,1,0,1,0,0,0
praiseworthy,0,1,0,0,1,0,1,0,1,1
prank,0,0,0,0,0,1,0,0,1,0
pray,0,1,0,1,1,0,1,0,1,1
precarious,0,1,0,1,0,1,0,1,0,0
precedence,0,0,0,0,0,0,1,0,0,1
precious,0,1,0,0,1,0,1,0,1,0
predicament,0,0,0,1,0,1,0,0,0,0
predilection,0,1,0,0,0,0,1,0,0,0
predominant,0,0,0,0,0,0,1,0,0,1
prefer,0,0,0,0,0,0,1,0,0,1
pregnancy,0,0,1,0,0,1,0,0,0,0
prejudice,1,0,0,0,0,1,0,0,0,0
prejudiced,0,0,1,1,0,1,0,0,0,0
prejudicial,1,0,0,0,0,1,0,0,0,0
premeditated,0,0,0,1,0,1,0,0,0,0
prepare,0,1,0,0,0,0,1,0,0,0
prepared,0,1,0,0,0,0,1,0,0,1
prescient,0,1,0,0,0,0,1,0,0,0
present,0,1,0,0,1,0,1,0,1,1
presentment,0,0,0,0,0,1,1,0,0,0
preservative,0,1,0,0,1,0,1,0,1,1
president,0,0,0,0,0,0,1,0,0,1
prestige,0,0,0,0,1,0,1,0,0,1
presto,0,0,0,0,1,0,1,0,1,0
presumptuous,1,0,1,0,0,1,0,0,0,0
pretending,1,0,0,0,0,1,0,0,0,0
pretty,0,1,0,0,1,0,1,0,0,1
prevail,0,1,0,0,1,0,1,0,0,0
prevention,0,1,0,0,0,0,1,0,0,0
prey,0,0,0,1,0,1,0,0,0,0
prick,1,0,1,1,0,1,0,0,1,0
pride,0,0,0,0,1,0,1,0,0,0
priest,0,0,0,0,0,0,1,0,0,1
priesthood,0,1,0,0,1,0,1,1,0,1
primer,0,0,0,0,0,0,1,0,0,1
princely,0,1,0,0,1,0,1,0,1,1
principal,0,0,0,0,0,0,1,0,0,1
prison,1,0,0,1,0,1,0,1,0,0
prisoner,1,0,1,1,0,1,0,1,0,0
privileged,0,0,0,0,1,0,1,0,0,1
privy,0,0,0,0,0,1,0,0,0,1
probation,0,1,0,1,0,0,0,1,0,0
probity,0,0,0,0,0,0,1,0,0,1
problem,0,0,0,1,0,1,0,1,0,0
procedure,0,0,0,1,0,0,1,0,0,0
procession,0,0,0,0,1,0,1,1,1,0
proctor,0,0,0,0,0,0,1,0,0,1
prodigal,0,0,0,0,0,1,1,0,0,0
production,0,1,0,0,0,0,1,0,0,0
profane,1,0,0,0,0,1,0,0,0,0
profanity,1,0,0,0,0,1,0,0,0,0
professional,0,0,0,0,0,0,1,0,0,1
professor,0,0,0,0,0,0,1,0,0,1
proficiency,0,1,0,0,1,0,1,0,1,1
proficient,0,0,0,0,0,0,1,0,0,1
prognosis,0,1,0,1,0,0,0,0,0,0
progress,0,1,0,0,1,0,1,0,0,0
progression,0,1,0,0,1,0,1,1,0,1
prohibited,1,0,1,1,0,1,0,0,0,0
prolong,0,0,1,0,0,1,0,0,0,0
promise,0,0,0,0,1,0,1,0,0,1
prophet,0,1,0,0,0,0,1,0,0,1
prophylactic,0,1,0,0,0,0,1,0,0,1
prosecute,1,0,0,1,0,1,0,1,0,0
prosecution,0,0,1,0,0,1,0,0,0,0
prosper,0,1,0,0,1,0,1,0,0,0
prosperous,0,0,0,0,1,0,1,0,0,0
prostitute,0,0,1,0,0,1,0,0,0,0
prostitution,0,0,1,0,0,1,0,1,0,0
protecting,0,0,0,0,0,0,1,0,0,1
protector,0,0,0,0,0,0,1,0,0,1
proud,0,1,0,0,1,0,1,0,0,1
provide,0,0,0,0,0,0,1,0,0,1
providing,0,1,0,0,1,0,1,0,0,1
provocation,1,0,0,0,0,1,0,0,0,0
provoking,1,0,1,0,0,1,0,0,0,0
prowl,0,0,0,1,0,0,0,0,1,0
prudent,0,0,0,0,0,0,1,0,0,1
pry,1,1,0,0,0,1,0,0,0,1
psychosis,1,0,0,1,0,1,0,1,0,0
public,0,1,0,0,0,0,1,0,0,0
puma,0,0,0,1,0,0,0,0,1,0
punch,1,0,0,1,0,1,0,1,1,0
punctual,0,1,0,0,0,0,1,0,0,1
pungent,0,0,1,0,0,1,0,0,0,0
punish,0,0,0,1,0,1,0,0,0,0
punished,1,1,1,1,0,1,0,1,0,0
punishing,1,0,0,1,0,1,0,1,0,0
punishment,1,0,1,1,0,1,0,0,0,0
punitive,1,0,0,1,0,1,0,1,0,0
puppy,0,1,0,0,0,0,1,0,0,1
purely,0,0,0,0,0,0,1,0,0,1
purgatory,0,0,1,1,0,1,0,0,0,0
purge,0,0,0,1,0,1,0,0,0,0
purification,0,0,0,0,0,0,1,0,0,1
purify,0,0,0,0,1,0,1,0,0,1
purity,0,0,0,0,0,0,1,0,1,0
purr,0,0,0,0,1,0,1,0,0,1
pus,0,0,1,0,0,1,0,0,0,0
quack,0,0,1,0,0,1,0,0,0,0
quagmire,0,0,1,0,0,1,0,0,0,0
quail,0,0,0,1,0,1,0,0,0,0
quaint,0,0,0,0,1,0,1,0,0,1
qualified,0,0,0,0,0,0,1,0,0,1
quandary,1,0,0,1,0,1,0,0,0,0
quarrel,1,0,0,0,0,1,0,0,0,0
quash,0,0,0,1,0,1,0,0,0,0
quest,0,1,0,0,0,0,1,0,0,0
questionable,0,0,1,0,0,1,0,0,0,0
quickness,0,0,0,0,0,0,1,0,1,0
quicksilver,0,0,0,0,0,1,0,0,1,0
quiet,0,0,0,0,0,0,1,1,0,0
quiver,0,0,0,1,0,1,0,0,0,0
quivering,0,0,0,1,0,1,0,0,0,0
quote,0,1,0,0,0,1,1,0,1,0
rabble,1,0,0,1,0,1,0,0,0,0
rabid,1,1,1,1,0,1,0,1,0,0
rack,0,0,0,0,0,1,0,1,0,0
radiance,0,1,0,0,1,0,1,0,0,1
radiant,0,0,0,0,1,0,1,0,0,0
radiation,0,0,0,1,0,1,0,0,0,0
radioactive,0,0,0,1,0,1,0,0,0,0
radon,0,0,0,1,0,1,0,0,0,0
raffle,0,1,0,0,0,0,0,0,1,0
rage,1,0,0,0,0,1,0,0,0,0
raging,1,0,1,1,0,1,0,0,0,0
rags,0,0,1,0,0,1,0,0,0,0
raid,1,0,0,1,0,1,0,0,1,0
rail,1,1,0,0,0,1,0,0,0,0
ram,1,1,0,0,0,1,0,0,0,0
rampage,1,0,0,1,0,1,0,0,0,0
rancid,0,0,1,0,0,1,0,0,0,0
ransom,1,0,0,1,0,1,0,0,0,0
rape,1,0,1,1,0,1,0,1,0,0
rapt,0,0,0,0,1,0,1,0,1,1
raptors,0,0,0,1,0,1,0,0,0,0
rapture,0,1,0,0,1,0,1,0,0,0
rascal,1,0,1,1,0,1,0,0,0,0
rash,0,0,1,0,0,1,0,0,0,0
rat,0,0,1,1,0,1,0,0,0,0
rating,1,0,0,1,0,1,0,1,0,0
rational,0,0,0,0,0,0,1,0,0,1
rave,1,0,1,0,1,1,1,0,1,1
ravenous,1,0,0,1,0,1,0,1,0,0
raving,1,1,0,1,1,1,0,0,1,0
react,1,0,0,1,0,0,0,0,0,0
readiness,0,1,0,0,1,0,1,0,0,1
real,0,0,0,0,0,0,1,0,0,1
reassurance,0,0,0,0,0,0,1,0,0,1
reassure,0,0,0,0,0,0,1,0,0,1
rebel,1,0,0,1,0,1,0,0,0,0
rebellion,1,0,1,1,0,0,0,0,0,0
recalcitrant,1,0,1,0,0,1,0,0,0,0
receiving,0,1,0,0,1,0,1,0,1,0
recession,1,0,1,1,0,1,0,1,0,0
recidivism,1,0,1,0,0,1,0,1,0,0
reckless,1,0,0,1,0,1,0,0,0,0
recklessness,1,0,1,1,0,1,0,0,1,0
recline,0,0,0,0,0,0,1,0,0,1
recognizable,0,1,0,0,0,0,1,0,0,0
recommend,0,0,0,0,0,0,1,0,0,1
reconciliation,0,1,0,0,1,0,1,0,0,1
reconsideration,0,0,0,0,0,0,1,0,0,1
reconstruct,0,1,0,0,0,0,1,0,0,0
reconstruction,0,1,0,0,0,0,1,0,0,0
recreation,0,1,0,0,1,0,1,0,0,0
recreational,0,1,0,0,1,0,1,0,0,0
reflux,0,0,1,0,0,1,0,0,0,0
refused,0,0,0,0,0,1,0,1,0,0
regal,0,0,0,0,0,0,1,0,0,1
regent,0,0,0,0,0,0,1,0,0,1
regressive,0,0,0,0,0,1,1,0,0,0
regret,0,0,0,0,0,1,0,1,0,0
regrettable,0,0,0,0,0,1,0,1,0,0
regretted,0,0,0,0,0,1,0,1,0,0
regretting,0,0,0,0,0,1,0,1,0,0
regularity,0,1,0,0,0,0,1,0,0,1
regulatory,0,0,0,1,0,1,0,0,0,0
rehabilitation,0,1,0,0,0,0,1,0,0,0
reimbursement,0,0,0,0,0,0,1,0,0,1
reinforcement,0,0,0,0,0,0,1,0,0,1
reject,1,0,0,1,0,1,0,1,0,0
rejection,1,0,1,1,0,1,0,1,0,0
rejects,1,0,0,1,0,1,0,1,0,0
rejoice,0,1,0,0,1,0,1,0,1,1
rejoicing,0,1,0,0,1,0,1,0,1,0
rekindle,0,1,0,1,1,1,1,0,1,0
relapse,0,0,0,1,0,1,0,1,0,0
relevant,0,0,0,0,0,0,1,0,0,1
reliability,0,0,0,0,0,0,1,0,0,1
reliable,0,0,0,0,0,0,1,0,0,1
reliance,0,0,0,0,0,0,1,0,0,1
reluctant,0,0,0,1,0,1,0,0,0,0
remains,0,0,1,1,0,1,1,0,0,1
remand,1,0,0,0,0,1,0,0,0,0
remarkable,0,0,0,0,1,0,1,0,1,1
remedy,0,1,0,0,1,0,1,0,0,1
remiss,1,0,1,0,0,1,0,1,0,0
remorse,0,0,0,0,0,1,0,1,0,0
remove,1,0,0,1,0,1,0,1,0,0
renegade,1,0,0,0,0,1,0,0,0,0
renounce,1,0,0,0,0,1,0,0,0,0
renovate,0,1,0,0,0,0,1,0,0,0
renovation,0,1,0,0,1,0,1,0,0,0
reparation,0,0,0,0,0,0,1,0,0,1
repay,1,1,0,0,1,0,1,0,0,1
repellant,0,0,1,1,0,1,0,0,0,0
repellent,1,0,1,1,0,1,0,0,0,0
repelling,0,0,1,0,0,1,0,0,0,0
repent,0,0,0,1,0,0,1,0,0,0
reporter,0,0,0,0,0,0,1,0,0,1
repress,0,0,0,0,0,1,0,1,0,0
repression,0,0,0,1,0,1,0,0,0,0
reprimand,1,0,0,0,0,1,0,0,0,0
reprisal,1,0,0,1,0,1,0,1,0,0
reproach,1,0,1,0,0,1,0,1,0,0
reproductive,0,0,0,0,1,0,1,0,0,0
repudiation,1,0,1,0,0,1,0,0,0,0
repulsion,0,0,1,1,0,1,0,0,0,0
reputable,0,0,0,0,0,0,1,0,0,1
rescue,0,1,0,0,1,0,1,0,1,1
resent,1,0,0,0,0,1,0,0,0,0
resentful,1,0,0,0,0,1,0,0,0,0
resentment,1,0,1,0,0,1,0,1,0,0
resign,1,0,1,1,0,1,0,1,0,0
resignation,0,0,0,0,0,1,0,1,1,0
resigned,0,0,0,0,0,1,0,1,0,0
resistance,1,0,0,0,0,1,0,0,0,0
resistant,0,0,0,1,0,1,0,0,0,0
resisting,1,0,0,1,0,1,0,1,0,0
resources,0,0,0,0,1,0,1,0,0,1
respect,0,1,0,0,1,0,1,0,0,1
respectable,0,0,0,0,0,0,1,0,0,1
respectful,0,0,0,0,0,0,1,0,0,1
respects,0,0,0,0,0,0,1,0,0,1
respite,0,0,0,0,1,0,1,0,0,1
resplendent,0,0,0,0,1,0,1,0,0,0
responsible,0,0,0,0,0,0,1,0,0,1
responsive,0,1,0,0,0,0,1,0,0,1
restitution,1,0,0,0,0,0,1,0,0,0
restorative,0,1,0,0,1,0,1,0,0,1
restrain,1,0,0,1,0,1,0,0,0,0
restrict,0,0,0,0,0,1,0,1,0,0
restriction,1,0,0,1,0,1,0,1,0,0
retaliate,1,0,0,0,0,1,0,0,0,0
retaliation,1,0,0,1,0,1,0,0,0,0
retaliatory,1,0,0,0,0,1,0,0,0,0
retard,0,0,1,1,0,1,0,1,0,0
reticent,0,0,0,1,0,1,0,0,0,0
retirement,0,1,0,1,1,1,1,1,0,1
retract,1,0,0,0,0,1,0,0,0,0
retrenchment,0,0,0,1,0,1,0,0,0,0
retribution,1,0,0,1,0,1,0,1,0,0
reunion,0,1,0,0,0,0,1,0,0,1
revel,0,0,0,0,1,0,1,0,0,0
revels,0,0,0,0,1,0,1,0,0,0
revenge,1,1,0,1,0,1,0,0,1,0
revere,0,1,0,0,1,0,1,0,0,1
reverence,0,0,0,0,1,0,1,0,0,1
reverend,0,0,0,0,1,0,1,0,0,0
reverie,0,0,0,0,1,0,1,0,0,1
reversal,1,0,1,0,0,1,0,0,1,0
revival,0,1,0,0,1,0,1,0,0,1
revive,0,1,0,0,0,1,1,0,0,0
revoke,1,0,1,1,0,1,0,1,0,0
revolt,1,0,0,0,0,1,0,0,1,0
revolting,1,0,1,1,0,1,0,0,0,0
revolution,1,1,0,1,0,1,1,1,1,0
revolver,1,0,0,1,0,1,0,1,0,0
revulsion,1,0,1,1,0,1,0,0,0,0
reward,0,1,0,0,1,0,1,0,1,1
rheumatism,1,0,0,1,0,1,0,1,0,0
rhythmical,0,0,0,0,1,0,1,0,1,0
ribbon,1,1,0,0,1,0,1,0,0,0
ridicule,1,0,1,0,0,1,0,1,0,0
ridiculous,1,0,1,0,0,1,0,0,0,0
rifle,1,0,0,1,0,1,0,0,0,0
rigor,0,0,1,1,0,1,0,0,0,0
ringer,1,0,0,0,0,1,0,0,0,0
riot,1,0,0,1,0,1,0,0,0,0
riotous,1,0,0,1,0,1,0,0,1,0
ripen,0,1,0,0,0,0,1,0,0,0
rising,0,1,0,0,1,0,1,0,0,0
risk,0,1,0,1,0,1,0,0,0,0
risky,0,1,0,1,0,1,0,0,0,0
rivalry,1,0,0,0,0,1,0,0,0,0
roadster,0,0,0,0,1,0,1,0,0,1
rob,1,0,1,1,0,1,0,1,0,0
robber,0,0,1,1,0,1,0,0,0,0
robbery,1,0,1,1,0,1,0,1,0,0
rod,0,0,0,1,0,0,1,0,0,1
rogue,0,0,1,0,0,1,0,0,0,0
rollicking,0,0,0,0,1,0,1,0,0,0
romance,0,1,0,1,1,0,1,1,1,1
romantic,0,1,0,0,1,0,1,0,0,1
romanticism,0,0,0,0,1,0,1,0,0,0
romp,0,0,0,0,1,0,1,0,0,0
rook,1,0,1,0,0,1,0,0,0,0
rooted,0,0,0,0,0,0,1,0,0,1
rot,0,0,1,1,0,1,0,1,0,0
rota,0,0,0,0,0,0,1,0,0,1
rotting,0,0,1,0,0,1,0,0,0,0
routine,0,0,0,0,0,0,1,0,0,1
row,1,0,0,0,0,1,0,0,0,0
rubbish,0,0,1,0,0,1,0,0,0,0
rubble,0,0,0,1,0,1,0,1,0,0
rue,0,0,0,0,0,1,0,1,0,0
ruin,0,0,0,1,0,1,0,1,0,0
ruined,1,0,1,1,0,1,0,1,0,0
ruinous,1,0,1,1,0,1,0,1,0,0
rule,0,0,0,1,0,0,0,0,0,1
rumor,0,0,0,0,0,1,0,1,0,0
runaway,0,0,0,0,0,1,0,1,0,0
rupture,0,0,0,1,0,1,0,1,1,0
ruthless,1,0,1,1,0,1,0,0,0,0
saber,1,0,0,1,0,1,0,0,0,0
sabotage,1,0,1,1,0,1,0,1,1,0
sacrifices,0,0,1,1,0,1,0,1,0,0
sadly,0,0,0,0,0,1,0,1,0,0
sadness,0,0,0,0,0,1,0,1,0,1
safe,0,0,0,0,1,0,1,0,0,1
safeguard,0,0,0,0,0,0,1,0,0,1
sag,0,0,0,1,0,1,0,0,0,0
sage,0,0,0,0,0,0,1,0,0,1
saint,0,1,0,0,1,0,1,0,1,1
saintly,0,1,0,0,1,0,1,0,1,1
salary,0,1,0,0,1,0,1,0,0,1
salutary,0,0,0,0,1,0,1,0,0,1
salute,0,0,0,0,1,0,1,0,0,0
salvation,0,1,0,0,1,0,1,0,0,1
samurai,0,0,0,1,0,0,1,0,0,0
sanctification,0,0,0,0,1,0,1,0,0,1
sanctify,0,1,0,0,1,0,1,1,1,1
sanctuary,0,1,0,0,1,0,1,0,0,1
sap,0,0,0,0,0,1,0,1,0,0
sarcasm,1,0,1,0,0,1,0,1,0,0
sarcoma,0,0,0,1,0,1,0,1,0,0
satanic,1,0,0,0,0,1,0,0,0,0
satisfied,0,0,0,0,1,0,1,0,0,0
saturated,0,0,1,0,0,1,0,0,0,0
savage,1,0,0,1,0,1,0,0,0,0
